ID Sach,Title,Link,Author,Rate,Description
13633451,Kính Vạn Hoa 1,https://www.goodreads.com/book/show/13633451-k-nh-v-n-hoa-1,Nguyễn Nhật Ánh,4.37,"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v"
13624795,Biến Cố Trường Đămri,https://www.goodreads.com/book/show/13624795-bi-n-c-tr-ng-mri,Nguyễn Nhật Ánh,4.14,"Buriam, sứ giả thứ tư của trùm Bastu, bị phát hiện chính là vị giáo sư khả ái Hailixiro và sau đó đã bị bắt. Suốt một thời gian dài hắn đã bắt cóc con trai của cô Kemli Trinh, giáo viên trường Đămri, rồi dùng thuật Quỷ mộng để sai khiến cô làm việc cho hắn. Thầy N'Trang Long, hiệu trưởng, phải nhờ cặp ma nhoc song sinh Pôcô - Pôca mới bắt được Buriam. Nhưng đứa con của cô "
13624800,Chủ Nhân Núi Lưng Chừng,https://www.goodreads.com/book/show/13624800-ch-nh-n-n-i-l-ng-ch-ng,Nguyễn Nhật Ánh,4.23,"Sau khi ăn quả táo vàng ở núi Lưng Chừng, Nguyên và Kăply đã chính thức trở thành ""Chiến binh giữ đền"" (CBGD) - trình độ pháp thuật ngang ngửa với các siêu phù thủy hạng nhất ở xứ Lang Biang. Cùng lúc đó, nhiều bí mật được vén màn: trùm Bastu lâu nay chính là Ka Ming, còn sứ giả Badd là do Thủ lĩnh phe Ánh Sáng K'Rahlan giả trang. Và giáo sư nhóc tì Akô Nô chính là phân nử"
23289058,Thương nhớ Trà Long,https://www.goodreads.com/book/show/23289058-th-ng-nh-tr-long,Nguyễn Nhật Ánh,3.87,"Thương nhớ Trà Long vẫn mang những chân tình, lãng mạn y như phong cách thường thấy của Nguyễn Nhật Ánh. Câu chuyện đầy ắp tình yêu với mưa, với lá, với ngôi nhà cũ, cuốn sách xưa, cùng nỗi nhớ quê và những kỷ niệm thuở nhỏ... được thể hiện rõ nét trong từng con chữ. Vẫn là những khung cảnh quen thuộc của miền Trung thân thương, vẫn là những địa danh chẳng còn xa lạ như Tr"
13624802,Báu Vật Ở Lâu Đài K'Rahlan,https://www.goodreads.com/book/show/13624802-b-u-v-t-l-u-i-k-rahlan,Nguyễn Nhật Ánh,4.18,"Phần kết của series chuyện với rất nhiều nút thắt được mở ra. Trùm Bastu chính là Pô Palay Tàn phế, tên trùm Hắc Ám được cho rằng là đã chết cách đây 300 năm dưới tay của Đại tiên ông Mackeno (chính là thầy N'Trang Long), anh trai của hắn. Ông K'Tul, một nhân vật bí hiểm, cha của K'Tub, lại là tay sai của Bastu. Bastu đã luyện được thần chú ""Cực lạc tiêu diêu"", một loại th"
30760045,Trước vòng chung kết,https://www.goodreads.com/book/show/30760045-tr-c-v-ng-chung-k-t,Nguyễn Nhật Ánh,3.73,"Tràn ngập không khí bóng đá, không khí vỉa hè… đậm mùi hào hiệp, thượng võ. Lẽ dĩ nhiên như cuộc đời, có đâu đó những mưu toan nhỏ nhen, những trò chơi bẩn… không đáng mặt anh hào. Nhưng…. (chữ nhưng dành cho sự khám phá của các bạn)“Chưa tới ba giờ chiều, trời còn nắng chang chang, các cầu thủ của hai đội “Mũi tên vàng” và “Sư tử” đã tới ngồi chầu rìa cạnh sân bóng phường"
13633458,Kính Vạn Hoa 2,https://www.goodreads.com/book/show/13633458-k-nh-v-n-hoa-2,Nguyễn Nhật Ánh,4.27,"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v"
13105343,"Xin lỗi mày, Tai To!",https://www.goodreads.com/book/show/13105343-xin-l-i-m-y-tai-to,Nguyễn Nhật Ánh,3.82,Nhà nhỏ Hạnh vừa xin được một chú cún con. Tai cún con rất dài. Nhỏ Hạnh đặt tên là Tai To. Nhưng Tai To rất nghịch nên thằng Tùng em nhỏ Hạnh căm lắm. Nó tìm mọi cách để hành hạ Tai To. Những trò tai ác của thằng Tùng khiến nhỏ Hạnh vô cùng xót ruột. Nó tìm mọi cách để ngăn cản nhưng vô hiệu. Cho đến một hôm...
13633460,Kính Vạn Hoa 3,https://www.goodreads.com/book/show/13633460-k-nh-v-n-hoa-3,Nguyễn Nhật Ánh,4.37,"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v"
13633466,Kính Vạn Hoa 4,https://www.goodreads.com/book/show/13633466-k-nh-v-n-hoa-4,Nguyễn Nhật Ánh,4.44,"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v"
13633471,Kính Vạn Hoa 5,https://www.goodreads.com/book/show/13633471-k-nh-v-n-hoa-5,Nguyễn Nhật Ánh,4.38,"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v"
13633474,Kính Vạn Hoa 6,https://www.goodreads.com/book/show/13633474-k-nh-v-n-hoa-6,Nguyễn Nhật Ánh,4.32,"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v"
13633477,Kính Vạn Hoa 9,https://www.goodreads.com/book/show/13633477-k-nh-v-n-hoa-9,Nguyễn Nhật Ánh,4.31,"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v"
13633475,Kính Vạn Hoa 7,https://www.goodreads.com/book/show/13633475-k-nh-v-n-hoa-7,Nguyễn Nhật Ánh,4.35,"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v"
10233089,Nhà ảo thuật,https://www.goodreads.com/book/show/10233089-nh-o-thu-t,Nguyễn Nhật Ánh,3.95,"Quý ròm và Tiểu Long là một đôi bạn thân. Một hôm Quý ròm thấy bạn thân của mình buồn buồn. Theo gặng hỏi mãi, Quý ròm mới biết Tiểu Long đang cần tiền để mua con gấu bông cho em gái. Quý ròm lập tức nghĩ cách giúp bạn: Nó tổ chức biểu diễn ảo thuật có bán vé tại nhà. Buổi biểu diễn đang suôn sẻ thì tai họa thình lình ập đến..."
13633476,Kính Vạn Hoa 8,https://www.goodreads.com/book/show/13633476-k-nh-v-n-hoa-8,Nguyễn Nhật Ánh,4.38,"Kính Vạn Hoa ra mắt lần này có gì mới? Cũng như ống kính vạn hoa mà mỗi lần lắc lại hoá ra một bông hoa khác nhau, những tập truyện trong Kính Vạn Hoa qua bàn tay nhà ảo thuật Nguyễn Nhật Ánh cũng có một dáng vẻ tươi mới như thế sau mỗi lần xuất hiện.Mỗi tập bao gồm 6 câu chuyện được minh họa bởi Nhóm Cỏ ba lá. Những minh họa này được lựa chọn từ rất nhiều những minh họa v"
13626145,Ông thầy nóng tính,https://www.goodreads.com/book/show/13626145-ng-th-y-n-ng-t-nh,Nguyễn Nhật Ánh,4.1,"Trong lớp Quý ròm là một học sinh ""siêu toán"", thường được nhà trường cử đi tham gia các cuộc thi học sinh giỏi toán toàn thành. Trong khi đó Tiều Long lại sợ học toán đến nỗi cứ thấy môn toán là ""hết muốn sống"", Quý ròm không thể chấp nhận tình trạng đó. Nó đề nghị kèm Tiểu Long học. Nhưng Tiểu Long lại bất ngờ từ chối..."
13594885,Những con gấu bông,https://www.goodreads.com/book/show/13594885-nh-ng-con-g-u-b-ng,Nguyễn Nhật Ánh,4.13,
13146200,Bí mật kẻ trộm,https://www.goodreads.com/book/show/13146200-b-m-t-k-tr-m,Nguyễn Nhật Ánh,3.81,
13164992,Ba lô màu xanh,https://www.goodreads.com/book/show/13164992-ba-l-m-u-xanh,Nguyễn Nhật Ánh,3.69,
13626147,Người bạn lạ lùng,https://www.goodreads.com/book/show/13626147-ng-i-b-n-l-l-ng,Nguyễn Nhật Ánh,3.98,"Được tin anh mình làm cho một con búp bê biết bò, nhỏ Diệp đem ra trường khoe bạn. Nhưng ngay lần ""biểu diễn"" đầu tiên, con búp bê đã bị một thằng nhóc đi ngang đá tan tành. Nhỏ Diệp mếu máo kêu anh. Nhưng thằng nhóc kia làm Qúy ròm hoảng vía. May làm sao, Tiểu Long thình lình xuất hiện..."
13104267,Họa mi một mình,https://www.goodreads.com/book/show/13104267-h-a-mi-m-t-m-nh,Nguyễn Nhật Ánh,3.87,
11281443,Má lúm đồng tiền,https://www.goodreads.com/book/show/11281443-m-l-m-ng-ti-n,Nguyễn Nhật Ánh,3.61,"Vòng Ngọc Thạch Anh là một học sinh con nhà giàu nhưng lười học. Để kiếm thêm tiền chơi điện tử, Quới Lương đã nhận chép bài thuê cho Thạch Anh. Sự việc bị phát hiện, mọi người tỏ vẻ khinh bỉ Quới Lương khiến cậu ta tỏ ra rất buồn. Tuy nhiên, Thạch Anh đã nhận ra tai hại của việc chép bài thuê nên sau đó đã tự nhận chép bài đầy đủ. Và Thạch Anh vẫn luôn quý mến Quới Lương,"
13605240,Tóc ngắn tóc dài,https://www.goodreads.com/book/show/13605240-t-c-ng-n-t-c-d-i,Nguyễn Nhật Ánh,3.71,
23161937,Tướng quân,https://www.goodreads.com/book/show/23161937-t-ng-qu-n,Nguyễn Nhật Ánh,4.21,Quý ròm đóng vai Bao Công xử các vụ án trong lớp. Cuộc xử án đang hồi gay cấn thì cô giáo Trinh bước vào...
33971865,Bắt đền hoa sứ,https://www.goodreads.com/book/show/33971865-b-t-n-hoa-s,Nguyễn Nhật Ánh,4.28,"Quý ròm theo Tiểu Long về quê thăm ông. Trên đường vào làng, thấy một đứa bé đang bị một bọn vây đánh, Tiểu Long và Quý ròm liền ra tay can thiệp, vô tình ""gây thù chuốc oán"" với Tắc Kè Bông, thủ lĩnh bọn trẻ trong xóm. Bao nhiêu phiền phức từ đó sinh ra."
13582415,Cà phê áo tím,https://www.goodreads.com/book/show/13582415-c-ph-o-t-m,Nguyễn Nhật Ánh,3.62,
33978690,Con mả con ma,https://www.goodreads.com/book/show/33978690-con-m-con-ma,Nguyễn Nhật Ánh,4.63,"Theo lời thằng Lượm thì ngôi nhà hoang trên đồi Cắt Cỏ là nơi nhiều âm khí, cứ đến tối thứ bảy hàng tuần là lũ ma lại hiện lên đốt đèn bày tiệc. Bọn trẻ trong làng sợ ""ngôi nhà ma"" đến mức không đứa nào dám thả trâu bò ăn sát chân đồi. Vậy mà một hôm tức khí, Quý ròm một mình xồng xộc tiến lên đồi..."
33668146,Thám tử nghiệp dư,https://www.goodreads.com/book/show/33668146-th-m-t-nghi-p-d,Nguyễn Nhật Ánh,4.67,"Quý ròm và Tiểu Long và nhỏ Hạnh được gia đình cho đi nghỉ mát ở Vũng Tàu một tuần. Ngay buổi sáng dầu tiên, ba người bạn nhỏ của chúng ta đã hoảng vía khi phát hiện trên vách chùa Phật nằm những câu thơ kỳ bí đầy hăm dọa. Ai đã viết ra những câu thơ đó? Với mục đích gì? Bằng những suy luận thông minh, các bạn nhỏ dần dần lần ra dấu vết."
33246946,Kính Vạn Hoa #2,https://www.goodreads.com/book/show/33246946-k-nh-v-n-hoa-2,Nguyễn Nhật Ánh,4.53,"Tập 2:- Ông thầy khó tính.- Xin lỗi mày, Tai To.- Người bạn lạ lùng."
33246988,Kính Vạn Hoa #4,https://www.goodreads.com/book/show/33246988-k-nh-v-n-hoa-4,Nguyễn Nhật Ánh,4.57,Tập 4:- Cô giáo Trinh.- Theo dấu chim ưng.- Tiền chuộc.
13583419,Bạn Gái,https://www.goodreads.com/book/show/13583419-b-n-g-i,Nguyễn Nhật Ánh,3.56,
43526428,Tập thơ Nguyễn Nhật Ánh,https://www.goodreads.com/book/show/43526428-t-p-th-nguy-n-nh-t-nh,Nguyễn Nhật Ánh,4.5,
33246665,Kính Vạn Hoa #1,https://www.goodreads.com/book/show/33246665-k-nh-v-n-hoa-1,Nguyễn Nhật Ánh,4.5,"Ra mắt tập đầu tiên từ cuối năm 1995, cho đến nay, Kính Vạn Hoa vẫn giữ kỷ lục là bộ sách dài tập nhất cho thiếu nhi, với số lượng lên tới hàng triệu bản in. Đây là lần tái bản thứ 15 của bộ sách.Ấn bản mới gồm 18 tập với minh họa của họa sĩ Đỗ Hoàng Tường - bạn tri âm tri kỷ, người đồng hành với các tác phẩm của nhà văn Nguyễn Nhật Ánh suốt hơn ba thập kỷ qua. Những minh "
33249651,Kính Vạn Hoa #13,https://www.goodreads.com/book/show/33249651-k-nh-v-n-hoa-13,Nguyễn Nhật Ánh,4.67,Tập 13:- Lớp phó trật tự.- Mẹ vắng nhà.- Đoàn kịch tỉnh lẻ.
23161923,Bên Ngoài Cửa Lớp,https://www.goodreads.com/book/show/23161923-b-n-ngo-i-c-a-l-p,Nguyễn Nhật Ánh,4.23,"Thằng Cung là một thằng thù dai. Vụ thi hoạt cảnh năm ngoái đã qua lâu rồi nhưng nó vẫn nhớ mãi mối hận khom lưng làm voi cho con nhỏ KIm Em chễm chệ. Sau vụ đó, nó cứ khục khặc với Kim Em suốt. Nhưng đến cái ngày tụi con trai bên lớp 9A3 bắt đầu để ý đến đám con gái lớp 9A4 và một đứa bạo gan chuyển giấy cho nhỏ Kim Em thì Cung hoàn toàn thay đổi..."
33248971,Kính Vạn Hoa #11,https://www.goodreads.com/book/show/33248971-k-nh-v-n-hoa-11,Nguyễn Nhật Ánh,4.58,
33246958,Kính Vạn Hoa #3,https://www.goodreads.com/book/show/33246958-k-nh-v-n-hoa-3,Nguyễn Nhật Ánh,4.58,Tập 3:- Bí mật kẻ trộm.- Bắt đền hoa sứ.- Con mả con ma.
33250372,Kính Vạn Hoa #14,https://www.goodreads.com/book/show/33250372-k-nh-v-n-hoa-14,Nguyễn Nhật Ánh,4.73,Tập 14:- Lang thang trong rừng.- Kho báu dưới hồ.- Gia sư.
33978700,Cô giáo Trinh,https://www.goodreads.com/book/show/33978700-c-gi-o-trinh,Nguyễn Nhật Ánh,4.55,"Vừa về lại thành phố, ngay ngày đầu tiên đến lớp, Tiểu Long và Quý ròm đã nghe nhỏ Hạnh thông báo một tin động trời: toàn bộ giáo án của cô Trinh dạy Văn - giáo viên chủ nhiệm lớp 8A4 - không cánh mà bay. Điều kì lạ là ngoài sổ sách ra, kẻ trộm bí mật đã không lấy đi một vật dụng đáng giá nào."
36549951,Bí Mật Của Tóc Tiên,https://www.goodreads.com/book/show/36549951-b-m-t-c-a-t-c-ti-n,Nguyễn Nhật Ánh,3.85,
33988019,Tiền chuộc,https://www.goodreads.com/book/show/33988019-ti-n-chu-c,Nguyễn Nhật Ánh,4.55,"Sau cuộc đụng độ với băng Dũng cò, trưa hôm sau bọn Quý ròm kín đáo quay trở lại góc đường hôm trước. Tụi Bò Lục hẹn chúng ra trường Họa Mi để chuộc sổ liên lạc. Nhưng chờ mãi vẫn không thấy bọn Bò Lục đâu..."
33987981,Theo dấu chim ưng,https://www.goodreads.com/book/show/33987981-theo-d-u-chim-ng,Nguyễn Nhật Ánh,4.45,"Ở Vũng Tàu về thành phố, thằng Mạnh được quý Ròm dẫn đến thăm nhỏ Hạnh. Nhìn thấy tụi thằng Tùng, Đạt, Nghị ai cũng có một chiếc cặp in hình chim ưng, Mạnh mê tít. Hôm sau nó kêu Quý ròm đẫn đi khắp thành phố lùng mua, nhưng chẳng ở đâu có. Chuyện không có gì, nhưng có ""máu hình sự"", Mạnh sinh nghi..."
33249584,Kính Vạn Hoa #12,https://www.goodreads.com/book/show/33249584-k-nh-v-n-hoa-12,Nguyễn Nhật Ánh,4.8,Tập 12:- Cháu của bà.- Trúng số độc đắc.- Mười lăm ngọn nến.
34030524,Khu vườn trên mái nhà,https://www.goodreads.com/book/show/34030524-khu-v-n-tr-n-m-i-nh,Nguyễn Nhật Ánh,4.36,"Ba mẹ nhỏ Hạnh trồng một vườn cây nhỏ. Ngoài các chậu hoa, khu vườn còn trồng cả tre, ổi. Hạnh và Tùng thích lắm. Nhưng khổ nỗi, mẹ con cô Bốn Loan ở căn hộ bên dưới lại tỏ ra rất ác cảm."
34088718,Thủ môn bị từ chối,https://www.goodreads.com/book/show/34088718-th-m-n-b-t-ch-i,Nguyễn Nhật Ánh,4.27,"Đội tuyển bóng đá của lớp Quý ròm và Tiểu Long lọt vào chung kết. Nhưng thủ môn giỏi của đội lại bất ngờ bị ""tẩy chay"" chỉ vì bị... ghẻ. Giờ phải làm sao đây?"
30255868,Kính Vạn Hoa,https://www.goodreads.com/book/show/30255868-k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.6,
33247039,Kính Vạn Hoa #6,https://www.goodreads.com/book/show/33247039-k-nh-v-n-hoa-6,Nguyễn Nhật Ánh,4.5,Tập 6:- Ba lô màu xanh.- Lọ thuốc tàng hình.- Cuộc so tài vất vả.
33247003,Kính Vạn Hoa #5,https://www.goodreads.com/book/show/33247003-k-nh-v-n-hoa-5,Nguyễn Nhật Ánh,4.5,Tập 5:- Khu vườn trên mái nhà.- Thủ môn bị từ chối.- Thi sĩ hạng ruồi.
34088724,Thi sĩ hạng ruồi,https://www.goodreads.com/book/show/34088724-thi-s-h-ng-ru-i,Nguyễn Nhật Ánh,4.4,"Quý ròm vốn học giởi toán chứ không giỏi ván chương, thế mà vì tự ái, cậu đã bí mật làm thơ và gửi cho báo Khăn Quàng Đỏ. Không ngờ chuyện đó làm cậu nhiều phen dở khóc dở cười."
33248663,Kính Vạn Hoa #9,https://www.goodreads.com/book/show/33248663-k-nh-v-n-hoa-9,Nguyễn Nhật Ánh,4.67,Tập 9:- Hiệp sĩ ngủ ngày.- Tiết mục bất ngờ.- Phù thủy.
30255856,Cú nhảy kinh hoàng,https://www.goodreads.com/book/show/30255856-c-nh-y-kinh-ho-ng,Nguyễn Nhật Ánh,4.88,"Anh trai của Tiểu Long vì thương mẹ vất vả nên đẫ bí mật nhận lời làm diễn viên đóng thế, thực hiện những hành động mạo hiểm. Ba bạn đã tìm rất nhiều cách mới phát hiện được điều đó để ngăn anh."
33247055,Kính Vạn Hoa #7,https://www.goodreads.com/book/show/33247055-k-nh-v-n-hoa-7,Nguyễn Nhật Ánh,4.75,Tập 7:- Cú nhảy kinh hoàng.- Anh và em.- Tướng quân.
34118447,Anh và em,https://www.goodreads.com/book/show/34118447-anh-v-em,Nguyễn Nhật Ánh,4.75,"Ngày thường Quý ròm vốn rất hay quát nạt em gái. Dột nhiên một ngày nhỏ Diệp ốm, Quý ròm thấy một tình yêu thương trỗi dậy. Cậu làm mọi cách để chiều em gái, nhưng xấu hổ, không dám công khai điều đó."
33251574,Kính Vạn Hoa #17,https://www.goodreads.com/book/show/33251574-k-nh-v-n-hoa-17,Nguyễn Nhật Ánh,4.63,Tập 17:- Bạn gái.- Cửa hàng bánh kẹo.- Một ngày kì lạ.
33248523,Kính Vạn Hoa #8,https://www.goodreads.com/book/show/33248523-k-nh-v-n-hoa-8,Nguyễn Nhật Ánh,4.5,Tập 8:- Tấm huy chương vàng.- Cỗ xe ngựa kỳ bí.- Giải thưởng lớn.
34106947,Lọ thuốc tàng hình,https://www.goodreads.com/book/show/34106947-l-thu-c-t-ng-h-nh,Nguyễn Nhật Ánh,4.38,"Quý ròm chế ra một loại thuốc tàng hình. Tình cờ biết được bí mật đó, Tùng nốc hết cả lọ để che giấu bí mật của mình."
33251128,Kính Vạn Hoa #16,https://www.goodreads.com/book/show/33251128-k-nh-v-n-hoa-16,Nguyễn Nhật Ánh,4.71,Tập 16:- Người giúp việc khác thường.- Ngủ quên trên đồi.- Kẻ thần bí.
33248870,Kính Vạn Hoa #10,https://www.goodreads.com/book/show/33248870-k-nh-v-n-hoa-10,Nguyễn Nhật Ánh,4.71,Tập 10:- Mùa hè bận rộn.- Hoa tỉ muội.- Quán kem.
33250573,Kính Vạn Hoa #15,https://www.goodreads.com/book/show/33250573-k-nh-v-n-hoa-15,Nguyễn Nhật Ánh,4.71,Tập 15:- Khách sạn hoa hồng.- Quà tặng ba lần.- Kính vạn hoa.
40220166,Hoa Tỉ Muội,https://www.goodreads.com/book/show/40220166-hoa-t-mu-i,Nguyễn Nhật Ánh,4.43,
33251873,Kính Vạn Hoa #18,https://www.goodreads.com/book/show/33251873-k-nh-v-n-hoa-18,Nguyễn Nhật Ánh,4.67,Tập 18:- Tóc ngắn tóc dài.- Má lúm đồng tiền.- Cà phê áo tím.
34117494,Cuộc so tài vất vả,https://www.goodreads.com/book/show/34117494-cu-c-so-t-i-v-t-v,Nguyễn Nhật Ánh,4.5,"Bộ ba Quý ròm, Tiểu Long, nhỏ Hạnh vốn xưa nay chưa từng chịu thua trước bất cứ cuộc thi tài nào, thế mà trong cuộc dấu với đám trẻ xa lạ ở Vũng Tàu, bọn Quý ròm đã phải đi từ bất ngờ này sang bất ngờ khác."
44072279,Tấm huy chương vàng,https://www.goodreads.com/book/show/44072279-t-m-huy-ch-ng-v-ng,Nguyễn Nhật Ánh,4.5,
43245216,Có Hai Con Mèo Ngồi Kế Bên Cửa Sổ,https://www.goodreads.com/book/show/43245216-c-hai-con-m-o-ng-i-k-b-n-c-a-s,Nguyễn Nhật Ánh,4.33,
36237769,Kính vạn hoa #46 - Người giúp việc kỳ lạ,https://www.goodreads.com/book/show/36237769-k-nh-v-n-hoa-46---ng-i-gi-p-vi-c-k-l,Nguyễn Nhật Ánh,4.17,Kính Vạn Hoa (Bộ Mỏng 46) - Tập 46 - Người Giúp Việc Khác Thường: Nguyễn Nhật Ánh là một nhà văn rất thân thuộc với các độc giả trẻ. Anh là một hiện tượng trong văn học Vịệt Nam.Nguyễn Nhật Ánh chủ yếu viết truyện cho thiếu nhi. Những tác phẩm của anh luôn trở thành một trong những cuốn sách bán chạy nhất tại các hội chợ sách hàng năm.Bộ sách Kính vạn hoa của anh đã được v
30255869,Kính Vạn Hoa,https://www.goodreads.com/book/show/30255869-k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.8,
52606814,Gia sư,https://www.goodreads.com/book/show/52606814-gia-s,Nguyễn Nhật Ánh,4.6,
36237759,Kính vạn hoa #45 - Kính vạn hoa,https://www.goodreads.com/book/show/36237759-k-nh-v-n-hoa-45---k-nh-v-n-hoa,Nguyễn Nhật Ánh,4.4,Kính Vạn Hoa (Bộ Mỏng -2012) - Tập 45 - Kính Vạn Hoa: Nguyễn Nhật Ánh là một nhà văn rất thân thuộc với các độc giả trẻ. Anh là một hiện tượng trong văn học Vịệt Nam.Nguyễn Nhật Ánh chủ yếu viết truyện cho thiếu nhi. Những tác phẩm của anh luôn trở thành một trong những cuốn sách bán chạy nhất tại các hội chợ sách hàng năm.Bộ sách Kính vạn hoa của anh đã được viết trong su
51881616,Lớp phó trật tự,https://www.goodreads.com/book/show/51881616-l-p-ph-tr-t-t,Nguyễn Nhật Ánh,4.4,
36237776,Kính vạn hoa #48 - Kẻ thần bí,https://www.goodreads.com/book/show/36237776-k-nh-v-n-hoa-48---k-th-n-b,Nguyễn Nhật Ánh,4.4,Kính Vạn Hoa ( Bộ Mỏng - 2012) -Tập 48 - Kẻ Thần Bí: Nguyễn Nhật Ánh là một nhà văn rất thân thuộc với các độc giả trẻ. Anh là một hiện tượng trong văn học Vịệt Nam.Nguyễn Nhật Ánh chủ yếu viết truyện cho thiếu nhi. Những tác phẩm của anh luôn trở thành một trong những cuốn sách bán chạy nhất tại các hội chợ sách hàng năm.Bộ sách Kính vạn hoa của anh đã được viết trong suố
51193323,Ngủ Quên Trên Đồi,https://www.goodreads.com/book/show/51193323-ng-qu-n-tr-n-i,Nguyễn Nhật Ánh,3.8,"Sau khi giúp đỡ Thời và nhỏ Gái, Quý ròm còn nhận gia sư cho nhỏ Hường - em của Hiện. Quý ròm rất mến nhỏ Hường do đó bị thằng Mận thường xuyên phục kích bắn vào chân. Bị phát hiện, Mận không dám giở trò với Quý nữa. Không may làng quê bị lụt, nhà của nhỏ Hường cũng bị ngập nước phải lên trú ở trên đồi. Quý ròm, Tiểu Long cùng anh em nhà Lượm đã đi bè giúp đỡ những người d"
52804804,Lang thang trong rừng,https://www.goodreads.com/book/show/52804804-lang-thang-trong-r-ng,Nguyễn Nhật Ánh,4.5,
51946406,Mười lăm ngọn nến,https://www.goodreads.com/book/show/51946406-m-i-l-m-ng-n-n-n,Nguyễn Nhật Ánh,4.5,
52529111,Hiệp sĩ ngủ ngày,https://www.goodreads.com/book/show/52529111-hi-p-s-ng-ng-y,Nguyễn Nhật Ánh,4.5,
52450859,Quán kem,https://www.goodreads.com/book/show/52450859-qu-n-kem,Nguyễn Nhật Ánh,4.25,
44072299,Cỗ xe ngựa kỳ bí,https://www.goodreads.com/book/show/44072299-c-xe-ng-a-k-b,Nguyễn Nhật Ánh,4.25,
34862424,Anh Bồ Câu - Trò Chuyện Với Tình Yêu - Tập 5,https://www.goodreads.com/book/show/34862424-anh-b-c-u---tr-chuy-n-v-i-t-nh-y-u---t-p-5,Nguyễn Nhật Ánh,5.0,
34862418,Anh Bồ Câu - Trò Chuyện Với Tình Yêu - Tập 3,https://www.goodreads.com/book/show/34862418-anh-b-c-u---tr-chuy-n-v-i-t-nh-y-u---t-p-3,Nguyễn Nhật Ánh,5.0,
